            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2458087.625000000, A.D. 2017-Nov-30 03:00:00.0000,  4.286490514129128E+09, -1.299715226579971E+09, -7.202149726566422E+07,
2458087.666666667, A.D. 2017-Nov-30 04:00:00.0000,  4.286496060945347E+09, -1.299696385712637E+09, -7.202201311734742E+07,
2458087.708333333, A.D. 2017-Nov-30 05:00:00.0000,  4.286501607690317E+09, -1.299677544812762E+09, -7.202252896915960E+07,
2458087.750000000, A.D. 2017-Nov-30 06:00:00.0000,  4.286507154364020E+09, -1.299658703880328E+09, -7.202304482107252E+07,
2458087.791666667, A.D. 2017-Nov-30 07:00:00.0000,  4.286512700966442E+09, -1.299639862915320E+09, -7.202356067305869E+07,
2458087.833333333, A.D. 2017-Nov-30 08:00:00.0000,  4.286518247497566E+09, -1.299621021917721E+09, -7.202407652508980E+07,
2458087.875000000, A.D. 2017-Nov-30 09:00:00.0000,  4.286523793957376E+09, -1.299602180887516E+09, -7.202459237713802E+07,
2458087.916666667, A.D. 2017-Nov-30 10:00:00.0000,  4.286529340345857E+09, -1.299583339824687E+09, -7.202510822917557E+07,
2458087.958333333, A.D. 2017-Nov-30 11:00:00.0000,  4.286534886662992E+09, -1.299564498729220E+09, -7.202562408117431E+07,
2458088.000000000, A.D. 2017-Nov-30 12:00:00.0000,  4.286540432908763E+09, -1.299545657601098E+09, -7.202613993310654E+07,
2458088.041666667, A.D. 2017-Nov-30 13:00:00.0000,  4.286545979083158E+09, -1.299526816440305E+09, -7.202665578494436E+07,
2458088.083333333, A.D. 2017-Nov-30 14:00:00.0000,  4.286551525186157E+09, -1.299507975246823E+09, -7.202717163665974E+07,
2458088.125000000, A.D. 2017-Nov-30 15:00:00.0000,  4.286557071217747E+09, -1.299489134020638E+09, -7.202768748822469E+07,
2458088.166666667, A.D. 2017-Nov-30 16:00:00.0000,  4.286562617177909E+09, -1.299470292761733E+09, -7.202820333961135E+07,
2458088.208333333, A.D. 2017-Nov-30 17:00:00.0000,  4.286568163066629E+09, -1.299451451470092E+09, -7.202871919079185E+07,
2458088.250000000, A.D. 2017-Nov-30 18:00:00.0000,  4.286573708883891E+09, -1.299432610145698E+09, -7.202923504173821E+07,
2458088.291666667, A.D. 2017-Nov-30 19:00:00.0000,  4.286579254629678E+09, -1.299413768788536E+09, -7.202975089242274E+07,
2458088.333333333, A.D. 2017-Nov-30 20:00:00.0000,  4.286584800303975E+09, -1.299394927398589E+09, -7.203026674281704E+07,
2458088.375000000, A.D. 2017-Nov-30 21:00:00.0000,  4.286590345906764E+09, -1.299376085975842E+09, -7.203078259289372E+07,
2458088.416666667, A.D. 2017-Nov-30 22:00:00.0000,  4.286595891438031E+09, -1.299357244520277E+09, -7.203129844262463E+07,
2458088.458333333, A.D. 2017-Nov-30 23:00:00.0000,  4.286601436897758E+09, -1.299338403031879E+09, -7.203181429198170E+07,
2458088.500000000, A.D. 2017-Dec-01 00:00:00.0000,  4.286606982285930E+09, -1.299319561510632E+09, -7.203233014093727E+07,
2458088.541666667, A.D. 2017-Dec-01 01:00:00.0000,  4.286612527602531E+09, -1.299300719956519E+09, -7.203284598946327E+07,
2458088.583333333, A.D. 2017-Dec-01 02:00:00.0000,  4.286618072847545E+09, -1.299281878369525E+09, -7.203336183753198E+07,
2458088.625000000, A.D. 2017-Dec-01 03:00:00.0000,  4.286623618020956E+09, -1.299263036749632E+09, -7.203387768511516E+07,
2458088.666666667, A.D. 2017-Dec-01 04:00:00.0000,  4.286629163122747E+09, -1.299244195096825E+09, -7.203439353218514E+07,
2458088.708333333, A.D. 2017-Dec-01 05:00:00.0000,  4.286634708152903E+09, -1.299225353411088E+09, -7.203490937871391E+07,
2458088.750000000, A.D. 2017-Dec-01 06:00:00.0000,  4.286640253111406E+09, -1.299206511692405E+09, -7.203542522467351E+07,
2458088.791666667, A.D. 2017-Dec-01 07:00:00.0000,  4.286645797998243E+09, -1.299187669940758E+09, -7.203594107003611E+07,
2458088.833333333, A.D. 2017-Dec-01 08:00:00.0000,  4.286651342813396E+09, -1.299168828156133E+09, -7.203645691477394E+07,
2458088.875000000, A.D. 2017-Dec-01 09:00:00.0000,  4.286656887556849E+09, -1.299149986338513E+09, -7.203697275885862E+07,
2458088.916666667, A.D. 2017-Dec-01 10:00:00.0000,  4.286662432228585E+09, -1.299131144487882E+09, -7.203748860226268E+07,
2458088.958333333, A.D. 2017-Dec-01 11:00:00.0000,  4.286667976828590E+09, -1.299112302604223E+09, -7.203800444495797E+07,
2458089.000000000, A.D. 2017-Dec-01 12:00:00.0000,  4.286673521356847E+09, -1.299093460687520E+09, -7.203852028691685E+07,
2458089.041666667, A.D. 2017-Dec-01 13:00:00.0000,  4.286679065813339E+09, -1.299074618737758E+09, -7.203903612811106E+07,
2458089.083333333, A.D. 2017-Dec-01 14:00:00.0000,  4.286684610198052E+09, -1.299055776754920E+09, -7.203955196851277E+07,
2458089.125000000, A.D. 2017-Dec-01 15:00:00.0000,  4.286690154510968E+09, -1.299036934738989E+09, -7.204006780809420E+07,
2458089.166666667, A.D. 2017-Dec-01 16:00:00.0000,  4.286695698752071E+09, -1.299018092689950E+09, -7.204058364682740E+07,
2458089.208333333, A.D. 2017-Dec-01 17:00:00.0000,  4.286701242921346E+09, -1.298999250607787E+09, -7.204109948468417E+07,
2458089.250000000, A.D. 2017-Dec-01 18:00:00.0000,  4.286706787018777E+09, -1.298980408492483E+09, -7.204161532163703E+07,
2458089.291666667, A.D. 2017-Dec-01 19:00:00.0000,  4.286712331044347E+09, -1.298961566344022E+09, -7.204213115765780E+07,
2458089.333333333, A.D. 2017-Dec-01 20:00:00.0000,  4.286717874998040E+09, -1.298942724162388E+09, -7.204264699271840E+07,
2458089.375000000, A.D. 2017-Dec-01 21:00:00.0000,  4.286723418879840E+09, -1.298923881947565E+09, -7.204316282679141E+07,
2458089.416666667, A.D. 2017-Dec-01 22:00:00.0000,  4.286728962689732E+09, -1.298905039699536E+09, -7.204367865984857E+07,
2458089.458333333, A.D. 2017-Dec-01 23:00:00.0000,  4.286734506427699E+09, -1.298886197418286E+09, -7.204419449186194E+07,
2458089.500000000, A.D. 2017-Dec-02 00:00:00.0000,  4.286740050093724E+09, -1.298867355103798E+09, -7.204471032280374E+07,
2458089.541666667, A.D. 2017-Dec-02 01:00:00.0000,  4.286745593687792E+09, -1.298848512756055E+09, -7.204522615264624E+07,
2458089.583333333, A.D. 2017-Dec-02 02:00:00.0000,  4.286751137209888E+09, -1.298829670375043E+09, -7.204574198136091E+07,
2458089.625000000, A.D. 2017-Dec-02 03:00:00.0000,  4.286756680659993E+09, -1.298810827960744E+09, -7.204625780892044E+07,
2458089.666666667, A.D. 2017-Dec-02 04:00:00.0000,  4.286762224038093E+09, -1.298791985513143E+09, -7.204677363529652E+07,
2458089.708333333, A.D. 2017-Dec-02 05:00:00.0000,  4.286767767344172E+09, -1.298773143032223E+09, -7.204728946046144E+07,
2458089.750000000, A.D. 2017-Dec-02 06:00:00.0000,  4.286773310578214E+09, -1.298754300517968E+09, -7.204780528438723E+07,
2458089.791666667, A.D. 2017-Dec-02 07:00:00.0000,  4.286778853740201E+09, -1.298735457970362E+09, -7.204832110704589E+07,
2458089.833333333, A.D. 2017-Dec-02 08:00:00.0000,  4.286784396830119E+09, -1.298716615389389E+09, -7.204883692840976E+07,
2458089.875000000, A.D. 2017-Dec-02 09:00:00.0000,  4.286789939847951E+09, -1.298697772775033E+09, -7.204935274845046E+07,
2458089.916666667, A.D. 2017-Dec-02 10:00:00.0000,  4.286795482793682E+09, -1.298678930127276E+09, -7.204986856714064E+07,
2458089.958333333, A.D. 2017-Dec-02 11:00:00.0000,  4.286801025667295E+09, -1.298660087446104E+09, -7.205038438445216E+07,
2458090.000000000, A.D. 2017-Dec-02 12:00:00.0000,  4.286806568468772E+09, -1.298641244731500E+09, -7.205090020035678E+07,
2458090.041666667, A.D. 2017-Dec-02 13:00:00.0000,  4.286812111198101E+09, -1.298622401983447E+09, -7.205141601482695E+07,
2458090.083333333, A.D. 2017-Dec-02 14:00:00.0000,  4.286817653855263E+09, -1.298603559201930E+09, -7.205193182783473E+07,
2458090.125000000, A.D. 2017-Dec-02 15:00:00.0000,  4.286823196440242E+09, -1.298584716386933E+09, -7.205244763935208E+07,
2458090.166666667, A.D. 2017-Dec-02 16:00:00.0000,  4.286828738953024E+09, -1.298565873538439E+09, -7.205296344935113E+07,
2458090.208333333, A.D. 2017-Dec-02 17:00:00.0000,  4.286834281393591E+09, -1.298547030656432E+09, -7.205347925780410E+07,
2458090.250000000, A.D. 2017-Dec-02 18:00:00.0000,  4.286839823761928E+09, -1.298528187740896E+09, -7.205399506468272E+07,
2458090.291666667, A.D. 2017-Dec-02 19:00:00.0000,  4.286845366058017E+09, -1.298509344791814E+09, -7.205451086995924E+07,
2458090.333333333, A.D. 2017-Dec-02 20:00:00.0000,  4.286850908281844E+09, -1.298490501809171E+09, -7.205502667360598E+07,
2458090.375000000, A.D. 2017-Dec-02 21:00:00.0000,  4.286856450433393E+09, -1.298471658792951E+09, -7.205554247559464E+07,
2458090.416666667, A.D. 2017-Dec-02 22:00:00.0000,  4.286861992512646E+09, -1.298452815743136E+09, -7.205605827589774E+07,
2458090.458333333, A.D. 2017-Dec-02 23:00:00.0000,  4.286867534519588E+09, -1.298433972659712E+09, -7.205657407448679E+07,
2458090.500000000, A.D. 2017-Dec-03 00:00:00.0000,  4.286873076454204E+09, -1.298415129542661E+09, -7.205708987133443E+07,
2458090.541666667, A.D. 2017-Dec-03 01:00:00.0000,  4.286878618316477E+09, -1.298396286391968E+09, -7.205760566641259E+07,
2458090.583333333, A.D. 2017-Dec-03 02:00:00.0000,  4.286884160106390E+09, -1.298377443207616E+09, -7.205812145969301E+07,
2458090.625000000, A.D. 2017-Dec-03 03:00:00.0000,  4.286889701823928E+09, -1.298358599989590E+09, -7.205863725114810E+07,
2458090.666666667, A.D. 2017-Dec-03 04:00:00.0000,  4.286895243469075E+09, -1.298339756737873E+09, -7.205915304074991E+07,
2458090.708333333, A.D. 2017-Dec-03 05:00:00.0000,  4.286900785041813E+09, -1.298320913452448E+09, -7.205966882847059E+07,
2458090.750000000, A.D. 2017-Dec-03 06:00:00.0000,  4.286906326542130E+09, -1.298302070133300E+09, -7.206018461428201E+07,
2458090.791666667, A.D. 2017-Dec-03 07:00:00.0000,  4.286911867970006E+09, -1.298283226780413E+09, -7.206070039815640E+07,
2458090.833333333, A.D. 2017-Dec-03 08:00:00.0000,  4.286917409325426E+09, -1.298264383393770E+09, -7.206121618006575E+07,
2458090.875000000, A.D. 2017-Dec-03 09:00:00.0000,  4.286922950608375E+09, -1.298245539973355E+09, -7.206173195998234E+07,
2458090.916666667, A.D. 2017-Dec-03 10:00:00.0000,  4.286928491818835E+09, -1.298226696519153E+09, -7.206224773787785E+07,
2458090.958333333, A.D. 2017-Dec-03 11:00:00.0000,  4.286934032956793E+09, -1.298207853031146E+09, -7.206276351372486E+07,
2458091.000000000, A.D. 2017-Dec-03 12:00:00.0000,  4.286939574022230E+09, -1.298189009509318E+09, -7.206327928749514E+07,
2458091.041666667, A.D. 2017-Dec-03 13:00:00.0000,  4.286945115015131E+09, -1.298170165953654E+09, -7.206379505916089E+07,
2458091.083333333, A.D. 2017-Dec-03 14:00:00.0000,  4.286950655935480E+09, -1.298151322364137E+09, -7.206431082869405E+07,
2458091.125000000, A.D. 2017-Dec-03 15:00:00.0000,  4.286956196783260E+09, -1.298132478740751E+09, -7.206482659606671E+07,
2458091.166666667, A.D. 2017-Dec-03 16:00:00.0000,  4.286961737558456E+09, -1.298113635083480E+09, -7.206534236125147E+07,
2458091.208333333, A.D. 2017-Dec-03 17:00:00.0000,  4.286967278261052E+09, -1.298094791392308E+09, -7.206585812421966E+07,
2458091.250000000, A.D. 2017-Dec-03 18:00:00.0000,  4.286972818891031E+09, -1.298075947667218E+09, -7.206637388494366E+07,
2458091.291666667, A.D. 2017-Dec-03 19:00:00.0000,  4.286978359448378E+09, -1.298057103908195E+09, -7.206688964339566E+07,
2458091.333333333, A.D. 2017-Dec-03 20:00:00.0000,  4.286983899933076E+09, -1.298038260115221E+09, -7.206740539954776E+07,
2458091.375000000, A.D. 2017-Dec-03 21:00:00.0000,  4.286989440345109E+09, -1.298019416288282E+09, -7.206792115337181E+07,
2458091.416666667, A.D. 2017-Dec-03 22:00:00.0000,  4.286994980684462E+09, -1.298000572427360E+09, -7.206843690484011E+07,
2458091.458333333, A.D. 2017-Dec-03 23:00:00.0000,  4.287000520951118E+09, -1.297981728532440E+09, -7.206895265392476E+07,
2458091.500000000, A.D. 2017-Dec-04 00:00:00.0000,  4.287006061145060E+09, -1.297962884603505E+09, -7.206946840059751E+07,
2458091.541666667, A.D. 2017-Dec-04 01:00:00.0000,  4.287011601266274E+09, -1.297944040640540E+09, -7.206998414483070E+07,
2458091.583333333, A.D. 2017-Dec-04 02:00:00.0000,  4.287017141314743E+09, -1.297925196643528E+09, -7.207049988659656E+07,
2458091.625000000, A.D. 2017-Dec-04 03:00:00.0000,  4.287022681290450E+09, -1.297906352612452E+09, -7.207101562586689E+07,
2458091.666666667, A.D. 2017-Dec-04 04:00:00.0000,  4.287028221193380E+09, -1.297887508547297E+09, -7.207153136261392E+07,
2458091.708333333, A.D. 2017-Dec-04 05:00:00.0000,  4.287033761023516E+09, -1.297868664448046E+09, -7.207204709680974E+07,
2458091.750000000, A.D. 2017-Dec-04 06:00:00.0000,  4.287039300780843E+09, -1.297849820314684E+09, -7.207256282842642E+07,
2458091.791666667, A.D. 2017-Dec-04 07:00:00.0000,  4.287044840465345E+09, -1.297830976147194E+09, -7.207307855743581E+07,
2458091.833333333, A.D. 2017-Dec-04 08:00:00.0000,  4.287050380077005E+09, -1.297812131945560E+09, -7.207359428381044E+07,
2458091.875000000, A.D. 2017-Dec-04 09:00:00.0000,  4.287055919615807E+09, -1.297793287709765E+09, -7.207411000752199E+07,
2458091.916666667, A.D. 2017-Dec-04 10:00:00.0000,  4.287061459081736E+09, -1.297774443439794E+09, -7.207462572854286E+07,
2458091.958333333, A.D. 2017-Dec-04 11:00:00.0000,  4.287066998474774E+09, -1.297755599135631E+09, -7.207514144684482E+07,
2458092.000000000, A.D. 2017-Dec-04 12:00:00.0000,  4.287072537794907E+09, -1.297736754797258E+09, -7.207565716240007E+07,
2458092.041666667, A.D. 2017-Dec-04 13:00:00.0000,  4.287078077042118E+09, -1.297717910424661E+09, -7.207617287518090E+07,
2458092.083333333, A.D. 2017-Dec-04 14:00:00.0000,  4.287083616216390E+09, -1.297699066017823E+09, -7.207668858515906E+07,
2458092.125000000, A.D. 2017-Dec-04 15:00:00.0000,  4.287089155317708E+09, -1.297680221576727E+09, -7.207720429230684E+07,
2458092.166666667, A.D. 2017-Dec-04 16:00:00.0000,  4.287094694346056E+09, -1.297661377101357E+09, -7.207771999659634E+07,
2458092.208333333, A.D. 2017-Dec-04 17:00:00.0000,  4.287100233301418E+09, -1.297642532591698E+09, -7.207823569799954E+07,
2458092.250000000, A.D. 2017-Dec-04 18:00:00.0000,  4.287105772183777E+09, -1.297623688047733E+09, -7.207875139648855E+07,
2458092.291666667, A.D. 2017-Dec-04 19:00:00.0000,  4.287111310993118E+09, -1.297604843469446E+09, -7.207926709203553E+07,
2458092.333333333, A.D. 2017-Dec-04 20:00:00.0000,  4.287116849729424E+09, -1.297585998856821E+09, -7.207978278461242E+07,
2458092.375000000, A.D. 2017-Dec-04 21:00:00.0000,  4.287122388392680E+09, -1.297567154209841E+09, -7.208029847419125E+07,
2458092.416666667, A.D. 2017-Dec-04 22:00:00.0000,  4.287127926982868E+09, -1.297548309528491E+09, -7.208081416074437E+07,
2458092.458333333, A.D. 2017-Dec-04 23:00:00.0000,  4.287133465499974E+09, -1.297529464812753E+09, -7.208132984424388E+07,
2458092.500000000, A.D. 2017-Dec-05 00:00:00.0000,  4.287139003943981E+09, -1.297510620062613E+09, -7.208184552466148E+07,
2458092.541666667, A.D. 2017-Dec-05 01:00:00.0000,  4.287144542314873E+09, -1.297491775278053E+09, -7.208236120196944E+07,
2458092.583333333, A.D. 2017-Dec-05 02:00:00.0000,  4.287150080612634E+09, -1.297472930459058E+09, -7.208287687614012E+07,
2458092.625000000, A.D. 2017-Dec-05 03:00:00.0000,  4.287155618837248E+09, -1.297454085605612E+09, -7.208339254714513E+07,
2458092.666666667, A.D. 2017-Dec-05 04:00:00.0000,  4.287161156988698E+09, -1.297435240717698E+09, -7.208390821495694E+07,
2458092.708333333, A.D. 2017-Dec-05 05:00:00.0000,  4.287166695066969E+09, -1.297416395795300E+09, -7.208442387954748E+07,
2458092.750000000, A.D. 2017-Dec-05 06:00:00.0000,  4.287172233072044E+09, -1.297397550838401E+09, -7.208493954088879E+07,
2458092.791666667, A.D. 2017-Dec-05 07:00:00.0000,  4.287177771003909E+09, -1.297378705846987E+09, -7.208545519895291E+07,
2458092.833333333, A.D. 2017-Dec-05 08:00:00.0000,  4.287183308862545E+09, -1.297359860821040E+09, -7.208597085371202E+07,
2458092.875000000, A.D. 2017-Dec-05 09:00:00.0000,  4.287188846647938E+09, -1.297341015760544E+09, -7.208648650513828E+07,
2458092.916666667, A.D. 2017-Dec-05 10:00:00.0000,  4.287194384360071E+09, -1.297322170665484E+09, -7.208700215320373E+07,
2458092.958333333, A.D. 2017-Dec-05 11:00:00.0000,  4.287199921998929E+09, -1.297303325535842E+09, -7.208751779788041E+07,
2458093.000000000, A.D. 2017-Dec-05 12:00:00.0000,  4.287205459564494E+09, -1.297284480371603E+09, -7.208803343914020E+07,
2458093.041666667, A.D. 2017-Dec-05 13:00:00.0000,  4.287210997056752E+09, -1.297265635172751E+09, -7.208854907695538E+07,
2458093.083333333, A.D. 2017-Dec-05 14:00:00.0000,  4.287216534475685E+09, -1.297246789939270E+09, -7.208906471129823E+07,
2458093.125000000, A.D. 2017-Dec-05 15:00:00.0000,  4.287222071821278E+09, -1.297227944671142E+09, -7.208958034214050E+07,
2458093.166666667, A.D. 2017-Dec-05 16:00:00.0000,  4.287227609093515E+09, -1.297209099368353E+09, -7.209009596945447E+07,
2458093.208333333, A.D. 2017-Dec-05 17:00:00.0000,  4.287233146292380E+09, -1.297190254030886E+09, -7.209061159321207E+07,
2458093.250000000, A.D. 2017-Dec-05 18:00:00.0000,  4.287238683417856E+09, -1.297171408658723E+09, -7.209112721338570E+07,
2458093.291666667, A.D. 2017-Dec-05 19:00:00.0000,  4.287244220469928E+09, -1.297152563251851E+09, -7.209164282994688E+07,
2458093.333333333, A.D. 2017-Dec-05 20:00:00.0000,  4.287249757448579E+09, -1.297133717810252E+09, -7.209215844286823E+07,
2458093.375000000, A.D. 2017-Dec-05 21:00:00.0000,  4.287255294353794E+09, -1.297114872333910E+09, -7.209267405212158E+07,
2458093.416666667, A.D. 2017-Dec-05 22:00:00.0000,  4.287260831185556E+09, -1.297096026822810E+09, -7.209318965767908E+07,
2458093.458333333, A.D. 2017-Dec-05 23:00:00.0000,  4.287266367943849E+09, -1.297077181276933E+09, -7.209370525951278E+07,
2458093.500000000, A.D. 2017-Dec-06 00:00:00.0000,  4.287271904628657E+09, -1.297058335696266E+09, -7.209422085759479E+07,
2458093.541666667, A.D. 2017-Dec-06 01:00:00.0000,  4.287277441239964E+09, -1.297039490080791E+09, -7.209473645189720E+07,
2458093.583333333, A.D. 2017-Dec-06 02:00:00.0000,  4.287282977777754E+09, -1.297020644430492E+09, -7.209525204239196E+07,
2458093.625000000, A.D. 2017-Dec-06 03:00:00.0000,  4.287288514242012E+09, -1.297001798745353E+09, -7.209576762905133E+07,
2458093.666666667, A.D. 2017-Dec-06 04:00:00.0000,  4.287294050632720E+09, -1.296982953025358E+09, -7.209628321184736E+07,
2458093.708333333, A.D. 2017-Dec-06 05:00:00.0000,  4.287299586949862E+09, -1.296964107270491E+09, -7.209679879075211E+07,
2458093.750000000, A.D. 2017-Dec-06 06:00:00.0000,  4.287305123193423E+09, -1.296945261480735E+09, -7.209731436573750E+07,
2458093.791666667, A.D. 2017-Dec-06 07:00:00.0000,  4.287310659363387E+09, -1.296926415656075E+09, -7.209782993677592E+07,
2458093.833333333, A.D. 2017-Dec-06 08:00:00.0000,  4.287316195459737E+09, -1.296907569796494E+09, -7.209834550383931E+07,
2458093.875000000, A.D. 2017-Dec-06 09:00:00.0000,  4.287321731482458E+09, -1.296888723901975E+09, -7.209886106689966E+07,
2458093.916666667, A.D. 2017-Dec-06 10:00:00.0000,  4.287327267431533E+09, -1.296869877972503E+09, -7.209937662592900E+07,
2458093.958333333, A.D. 2017-Dec-06 11:00:00.0000,  4.287332803306946E+09, -1.296851032008062E+09, -7.209989218089992E+07,
2458094.000000000, A.D. 2017-Dec-06 12:00:00.0000,  4.287338339108681E+09, -1.296832186008636E+09, -7.210040773178375E+07,
2458094.041666667, A.D. 2017-Dec-06 13:00:00.0000,  4.287343874836722E+09, -1.296813339974207E+09, -7.210092327855319E+07,
2458094.083333333, A.D. 2017-Dec-06 14:00:00.0000,  4.287349410491054E+09, -1.296794493904761E+09, -7.210143882117993E+07,
2458094.125000000, A.D. 2017-Dec-06 15:00:00.0000,  4.287354946071659E+09, -1.296775647800280E+09, -7.210195435963625E+07,
2458094.166666667, A.D. 2017-Dec-06 16:00:00.0000,  4.287360481578522E+09, -1.296756801660749E+09, -7.210246989389420E+07,
2458094.208333333, A.D. 2017-Dec-06 17:00:00.0000,  4.287366017011627E+09, -1.296737955486152E+09, -7.210298542392576E+07,
2458094.250000000, A.D. 2017-Dec-06 18:00:00.0000,  4.287371552370957E+09, -1.296719109276472E+09, -7.210350094970322E+07,
2458094.291666667, A.D. 2017-Dec-06 19:00:00.0000,  4.287377087656497E+09, -1.296700263031693E+09, -7.210401647119856E+07,
2458094.333333333, A.D. 2017-Dec-06 20:00:00.0000,  4.287382622868231E+09, -1.296681416751799E+09, -7.210453198838377E+07,
2458094.375000000, A.D. 2017-Dec-06 21:00:00.0000,  4.287388158006142E+09, -1.296662570436774E+09, -7.210504750123101E+07,
2458094.416666667, A.D. 2017-Dec-06 22:00:00.0000,  4.287393693070214E+09, -1.296643724086601E+09, -7.210556300971246E+07,
2458094.458333333, A.D. 2017-Dec-06 23:00:00.0000,  4.287399228060431E+09, -1.296624877701264E+09, -7.210607851380002E+07,
2458094.500000000, A.D. 2017-Dec-07 00:00:00.0000,  4.287404762976778E+09, -1.296606031280748E+09, -7.210659401346582E+07,
2458094.541666667, A.D. 2017-Dec-07 01:00:00.0000,  4.287410297819238E+09, -1.296587184825036E+09, -7.210710950868195E+07,
2458094.583333333, A.D. 2017-Dec-07 02:00:00.0000,  4.287415832587795E+09, -1.296568338334112E+09, -7.210762499942064E+07,
2458094.625000000, A.D. 2017-Dec-07 03:00:00.0000,  4.287421367282432E+09, -1.296549491807959E+09, -7.210814048565388E+07,
2458094.666666667, A.D. 2017-Dec-07 04:00:00.0000,  4.287426901903135E+09, -1.296530645246562E+09, -7.210865596735358E+07,
2458094.708333333, A.D. 2017-Dec-07 05:00:00.0000,  4.287432436449886E+09, -1.296511798649904E+09, -7.210917144449204E+07,
2458094.750000000, A.D. 2017-Dec-07 06:00:00.0000,  4.287437970922669E+09, -1.296492952017969E+09, -7.210968691704130E+07,
2458094.791666667, A.D. 2017-Dec-07 07:00:00.0000,  4.287443505321470E+09, -1.296474105350741E+09, -7.211020238497341E+07,
2458094.833333333, A.D. 2017-Dec-07 08:00:00.0000,  4.287449039646271E+09, -1.296455258648204E+09, -7.211071784826034E+07,
2458094.875000000, A.D. 2017-Dec-07 09:00:00.0000,  4.287454573897057E+09, -1.296436411910341E+09, -7.211123330687439E+07,
2458094.916666667, A.D. 2017-Dec-07 10:00:00.0000,  4.287460108073811E+09, -1.296417565137137E+09, -7.211174876078743E+07,
2458094.958333333, A.D. 2017-Dec-07 11:00:00.0000,  4.287465642176517E+09, -1.296398718328574E+09, -7.211226420997185E+07,
2458095.000000000, A.D. 2017-Dec-07 12:00:00.0000,  4.287471176205159E+09, -1.296379871484638E+09, -7.211277965439928E+07,
2458095.041666667, A.D. 2017-Dec-07 13:00:00.0000,  4.287476710159721E+09, -1.296361024605312E+09, -7.211329509404230E+07,
2458095.083333333, A.D. 2017-Dec-07 14:00:00.0000,  4.287482244040188E+09, -1.296342177690580E+09, -7.211381052887261E+07,
2458095.125000000, A.D. 2017-Dec-07 15:00:00.0000,  4.287487777846542E+09, -1.296323330740424E+09, -7.211432595886248E+07,
2458095.166666667, A.D. 2017-Dec-07 16:00:00.0000,  4.287493311578768E+09, -1.296304483754830E+09, -7.211484138398403E+07,
2458095.208333333, A.D. 2017-Dec-07 17:00:00.0000,  4.287498845236850E+09, -1.296285636733782E+09, -7.211535680420917E+07,
2458095.250000000, A.D. 2017-Dec-07 18:00:00.0000,  4.287504378820772E+09, -1.296266789677262E+09, -7.211587221951002E+07,
2458095.291666667, A.D. 2017-Dec-07 19:00:00.0000,  4.287509912330517E+09, -1.296247942585254E+09, -7.211638762985879E+07,
2458095.333333333, A.D. 2017-Dec-07 20:00:00.0000,  4.287515445766070E+09, -1.296229095457743E+09, -7.211690303522748E+07,
2458095.375000000, A.D. 2017-Dec-07 21:00:00.0000,  4.287520979127414E+09, -1.296210248294713E+09, -7.211741843558818E+07,
2458095.416666667, A.D. 2017-Dec-07 22:00:00.0000,  4.287526512414534E+09, -1.296191401096147E+09, -7.211793383091307E+07,
2458095.458333333, A.D. 2017-Dec-07 23:00:00.0000,  4.287532045627413E+09, -1.296172553862028E+09, -7.211844922117394E+07,
2458095.500000000, A.D. 2017-Dec-08 00:00:00.0000,  4.287537578766035E+09, -1.296153706592342E+09, -7.211896460634297E+07,
2458095.541666667, A.D. 2017-Dec-08 01:00:00.0000,  4.287543111830385E+09, -1.296134859287071E+09, -7.211947998639268E+07,
2458095.583333333, A.D. 2017-Dec-08 02:00:00.0000,  4.287548644820445E+09, -1.296116011946200E+09, -7.211999536129457E+07,
2458095.625000000, A.D. 2017-Dec-08 03:00:00.0000,  4.287554177736200E+09, -1.296097164569712E+09, -7.212051073102117E+07,
2458095.666666667, A.D. 2017-Dec-08 04:00:00.0000,  4.287559710577634E+09, -1.296078317157591E+09, -7.212102609554392E+07,
2458095.708333333, A.D. 2017-Dec-08 05:00:00.0000,  4.287565243344731E+09, -1.296059469709821E+09, -7.212154145483583E+07,
2458095.750000000, A.D. 2017-Dec-08 06:00:00.0000,  4.287570776037475E+09, -1.296040622226385E+09, -7.212205680886823E+07,
2458095.791666667, A.D. 2017-Dec-08 07:00:00.0000,  4.287576308655849E+09, -1.296021774707268E+09, -7.212257215761352E+07,
2458095.833333333, A.D. 2017-Dec-08 08:00:00.0000,  4.287581841199839E+09, -1.296002927152453E+09, -7.212308750104368E+07,
2458095.875000000, A.D. 2017-Dec-08 09:00:00.0000,  4.287587373669426E+09, -1.295984079561925E+09, -7.212360283913094E+07,
2458095.916666667, A.D. 2017-Dec-08 10:00:00.0000,  4.287592906064596E+09, -1.295965231935667E+09, -7.212411817184734E+07,
2458095.958333333, A.D. 2017-Dec-08 11:00:00.0000,  4.287598438385332E+09, -1.295946384273662E+09, -7.212463349916470E+07,
2458096.000000000, A.D. 2017-Dec-08 12:00:00.0000,  4.287603970631618E+09, -1.295927536575895E+09, -7.212514882105535E+07,
2458096.041666667, A.D. 2017-Dec-08 13:00:00.0000,  4.287609502803439E+09, -1.295908688842349E+09, -7.212566413749146E+07,
2458096.083333333, A.D. 2017-Dec-08 14:00:00.0000,  4.287615034900777E+09, -1.295889841073009E+09, -7.212617944844496E+07,
2458096.125000000, A.D. 2017-Dec-08 15:00:00.0000,  4.287620566923618E+09, -1.295870993267857E+09, -7.212669475388777E+07,
